Ticker,Date,Open,High,Low,Close,Volume,Adj Close,Daily Return
AAPL,2023-08-03,189.67096144116343,190.46301890335675,188.79968010371752,189.27491760253903,61235200,189.27491760253903,
AAPL,2023-08-04,183.68094960257173,185.52251207833032,180.11663025996506,180.1859436035156,115956800,180.1859436035156,-0.048019960141308826
AAPL,2023-08-07,180.32455640774955,181.31464344213896,175.5919415919706,177.0770721435547,97576100,177.0770721435547,-0.01725368470917865
AAPL,2023-08-08,177.9087289898081,178.48298124186843,175.81964489133262,178.01763916015625,67823000,178.01763916015625,0.005311625074978954
AAPL,2023-08-09,179.0770095774785,179.13641237321562,175.25527360727992,176.423583984375,60378500,176.423583984375,-0.008954478799413468
AAPL,2023-08-10,177.70080592181807,178.95822060931928,175.8394526832055,176.20578002929688,54686900,176.20578002929688,-0.0012345512439958517
AAPL,2023-08-11,175.7993034466227,177.0881424893324,175.03590276334816,176.2652587890625,52036700,176.2652587890625,0.0003375528303086739
AAPL,2023-08-14,176.44373225185288,178.14898275911253,175.78938877461678,177.92095947265625,43675600,177.92095947265625,0.009393233215486463
AAPL,2023-08-15,177.34592099472832,177.94076628789648,175.53161335110406,175.9281768798828,43622600,175.9281768798828,-0.01120038133045087
AAPL,2023-08-16,175.61093536777827,177.00883168990967,174.98633341606396,175.0557403564453,46964900,175.0557403564453,-0.004959049419543282
AAPL,2023-08-17,175.6208528452633,175.98767489704687,171.99223724872292,172.50778198242188,66062900,172.50778198242188,-0.014555126092039794
AAPL,2023-08-18,170.82237017622754,173.59836059602029,170.48528962334868,172.99359130859375,61172200,172.99359130859375,0.0028161589036104218
AAPL,2023-08-21,173.5685847246663,174.61949160968172,172.24998915809468,174.33197021484375,46311900,174.33197021484375,0.007736580853232589
AAPL,2023-08-22,175.5415274877659,176.15620551446153,174.73847648439144,175.71006774902344,42038900,175.71006774902344,0.007905018984649459
AAPL,2023-08-23,176.98903312238062,179.99304691061286,176.80066012445005,179.5667266845703,52722800,179.5667266845703,0.021948992365397935
AAPL,2023-08-24,179.12057292485625,179.54689311295104,174.50053343712446,174.86737060546875,54945800,174.86737060546875,-0.026170528170046392
AAPL,2023-08-25,175.8587845923081,177.6135940867137,174.3121656551708,177.07823181152344,51449600,177.07823181152344,0.012643074567883605
AAPL,2023-08-28,178.54553539179292,179.04124736642365,177.018749166219,178.64468383789062,43820700,178.64468383789062,0.008846101580879173
AAPL,2023-08-29,178.1588778766287,183.31427930675537,177.9605961154563,182.5409698486328,53003900,182.5409698486328,0.021810254450548516
AAPL,2023-08-30,183.35395983897268,186.23900735465395,183.1556780614674,186.04071044921875,60813900,186.04071044921875,0.01917235677825091
AAPL,2023-08-31,186.2290780707052,187.4980995637172,185.8721648302999,186.25881958007807,60794500,186.25881958007807,0.0011723731345287813
AAPL,2023-09-01,187.86493132785435,188.2912363685708,186.66530168187228,187.83518981933597,45766500,187.83518981933597,0.008463332060258066
AAPL,2023-09-05,186.66529992482816,188.350717612699,186.00104769428796,188.0731201171875,45280000,188.0731201171875,0.0012666971406176675
AAPL,2023-09-06,186.78426205503197,187.2304149251444,179.91370149278592,181.3413543701172,81755800,181.3413543701172,-0.03579334326391659
AAPL,2023-09-07,173.67765269377628,176.6816813943478,172.05171790486162,176.03724670410156,112488800,176.03724670410156,-0.029249299942857854
AAPL,2023-09-08,176.82048716548695,178.69427803391082,176.26527698438343,176.6519317626953,65551300,176.6519317626953,0.0034917897780288865
AAPL,2023-09-11,178.52571023294755,178.75373349578624,175.8191120741523,177.82179260253906,58953100,177.82179260253906,0.006622406152995142
AAPL,2023-09-12,177.95070042200115,178.58521118121962,173.32075212571604,174.78805541992188,90370200,174.78805541992188,-0.01706054774398824
AAPL,2023-09-13,174.99623588192003,175.77946927367296,172.48793449989455,172.71597290039062,84267900,172.71597290039062,-0.01185482906456703
AAPL,2023-09-14,172.50776601489048,174.58976234555206,172.09136977434392,174.23284912109375,60895800,174.23284912109375,0.00878248951287186
AAPL,2023-09-15,174.96648860625493,174.9863213204115,172.329312484714,173.50909423828125,109259500,173.50909423828125,-0.004153951946854084
AAPL,2023-09-18,174.96648328990372,177.8416216381054,174.65914430549358,176.44371032714844,67257600,176.44371032714844,0.01691332723365524
AAPL,2023-09-19,175.99760666918286,178.08951208014952,175.61095188364544,177.53431701660156,51826900,177.53431701660156,0.00618104599722491
AAPL,2023-09-20,177.72265814247962,178.1588871164402,173.89576095445636,173.98500061035156,58436200,173.98500061035156,-0.019992283553371237
AAPL,2023-09-21,173.05304760725463,174.78803946069445,172.3689626845727,172.4383544921875,63149100,172.4383544921875,-0.008889537102269252
AAPL,2023-09-22,173.17203432298646,175.5613698772793,172.55735626241977,173.29100036621094,56725400,173.29100036621094,0.004944641675191042
AAPL,2023-09-25,172.70604916227998,175.4522977411563,172.65647493916612,174.56993103027344,46172700,174.56993103027344,0.007380248607023798
AAPL,2023-09-26,173.32073296072448,173.6974637546494,170.18782981503577,170.48526000976562,64588900,170.48526000976562,-0.023398479889411572
AAPL,2023-09-27,171.1395892983555,171.5559855222725,167.60021383109716,168.96836853027344,66921800,168.96836853027344,-0.008897493422043046
AAPL,2023-09-28,167.88772217595067,170.5546549284134,166.18247183150447,169.2261505126953,56294400,169.2261505126953,0.0015256227225493024
AAPL,2023-09-29,170.54473485773315,171.5857329254824,168.8791349237489,169.74168395996094,51861100,169.74168395996094,0.003046417150681213
AAPL,2023-10-02,169.75161672914737,172.8052044328195,169.46409530048962,172.25991821289062,52164500,172.25991821289062,0.014835685579292823
AAPL,2023-10-03,170.78267952738358,172.14094058886474,169.35504178574476,170.92147827148438,49594600,170.92147827148438,-0.007769886084307287
AAPL,2023-10-04,169.62271803074952,172.71597100628938,169.50375199905025,172.17068481445312,53020300,172.17068481445312,0.007308657493498627
AAPL,2023-10-05,172.29956799243436,173.94533544106068,171.19908676207933,173.40997314453125,48527900,173.40997314453125,0.007198021727181425
AAPL,2023-10-06,172.30950772319366,176.46357702906525,171.6948145080504,175.96786499023438,57266700,175.96786499023438,0.014750546345862148
AAPL,2023-10-09,175.29367439346143,177.51446959158443,174.2923416030924,177.45498657226562,42390800,177.45498657226562,0.008451097489384107
AAPL,2023-10-10,176.57261638357625,178.17871838563994,176.42389371024447,176.86012268066406,43698000,176.86012268066406,-0.0033521959742692786
AAPL,2023-10-11,176.6717569025772,178.30761560829964,176.0769115688026,178.25804138183594,47551100,178.25804138183594,0.007904092115190497
AAPL,2023-10-12,178.52572180730996,180.77624333047945,177.50454119898205,179.1602325439453,56743100,179.1602325439453,0.005061152670116309
